title,journal,year,cites,type,doi,pmid,pmcid,isOA,facets,key,Titin domain architecture (Ig/Fn3),Titin elasticity & PEVK spring,Z-disc / Z-band,M-band / M-line,Thick filament / myosin,Thin filament / actin-tropomyosin,Sarcomere lattice & mechanics,Cryo-EM / structural biology,Titin signaling / kinase / N2B-N2A,Cardiac disease / cardiomyopathy,Skeletal muscle disease / myopathy,Phosphorylation / PTM,Isoforms & splicing
Binding of Myomesin to Obscurin-Like-1 at the Muscle M-Band Provides a Strategy for Isoform-Specific Mechanical Protection.,"Structure (London, England : 1993)",2017,25,,10.1016/j.str.2016.11.015,27989621.0,PMC5222588,Y,['mband'],10.1016/j.str.2016.11.015,False,False,False,True,False,False,False,True,False,False,False,False,True
Structure of mavacamten-free human cardiac thick filaments within the sarcomere by cryoelectron tomography.,Proceedings of the National Academy of Sciences of the United States of America,2024,25,,10.1073/pnas.2311883121,38386705.0,PMC10907299,Y,['sarcomere_architecture'],10.1073/pnas.2311883121,False,False,False,False,True,True,False,True,False,False,False,False,False
Diaphragm contractile weakness due to reduced mechanical loading: role of titin.,American journal of physiology. Cell physiology,2019,24,,10.1152/ajpcell.00509.2018,31042425.0,PMC6732419,N,['titin_general'],10.1152/ajpcell.00509.2018,False,False,False,False,False,False,False,False,True,False,False,False,False
The titin N2B and N2A regions: biomechanical and metabolic signaling hubs in cross-striated muscles.,Biophysical reviews,2021,24,,10.1007/s12551-021-00836-3,34745373.0,PMC8553726,Y,['titin_general'],10.1007/s12551-021-00836-3,False,False,False,False,False,True,False,False,True,False,False,True,True
Improved Criteria for the Classification of Titin Variants in Inherited Skeletal Myopathies.,Journal of neuromuscular diseases,2020,24,,10.3233/jnd-190423,32039858.0,,N,['titin_general'],10.3233/jnd-190423,False,False,False,False,False,False,False,False,False,True,True,False,False
"Vagus nerve stimulation optimized cardiomyocyte phenotype, sarcomere organization and energy metabolism in infarcted heart through FoxO3A-VEGF signaling.",Cell death & disease,2020,24,,10.1038/s41419-020-03142-0,33184264.0,PMC7665220,Y,['sarcomere_architecture'],10.1038/s41419-020-03142-0,False,False,False,False,False,False,False,False,False,True,False,True,False
Structural and signaling proteins in the Z-disk and their role in cardiomyopathies.,Frontiers in physiology,2023,24,,10.3389/fphys.2023.1143858,36935760.0,PMC10017460,Y,['zdisc'],10.3389/fphys.2023.1143858,False,False,True,True,False,True,False,False,False,True,True,False,False
Single-Molecule Force Spectroscopy on the N2A Element of Titin: Effects of Phosphorylation and CARP.,Frontiers in physiology,2020,23,,10.3389/fphys.2020.00173,32256378.0,PMC7093598,Y,['titin_general'],10.3389/fphys.2020.00173,True,True,False,False,False,False,True,False,True,False,False,True,False
Titin-truncating mutations in dilated cardiomyopathy: the long and short of it.,Current opinion in cardiology,2017,23,,10.1097/hco.0000000000000382,28151760.0,,N,['titin_general'],10.1097/hco.0000000000000382,False,False,False,False,False,False,False,False,False,True,True,False,True
Titin in muscular dystrophy and cardiomyopathy: Urinary titin as a novel marker.,Clinica chimica acta; international journal of clinical chemistry,2019,23,,10.1016/j.cca.2019.04.005,30959043.0,,N,['titin_general'],10.1016/j.cca.2019.04.005,False,False,False,False,False,False,False,False,False,True,True,False,False
CARP interacts with titin at a unique helical N2A sequence and at the domain Ig81 to form a structured complex.,FEBS letters,2016,23,,10.1002/1873-3468.12362,27531639.0,,N,"['titin_general', 'titin_structure_domain']",10.1002/1873-3468.12362,False,False,False,False,False,False,False,False,True,False,False,False,False
Titin splicing regulates cardiotoxicity associated with calpain 3 gene therapy for limb-girdle muscular dystrophy type 2A.,Science translational medicine,2019,23,,10.1126/scitranslmed.aat6072,31776291.0,PMC7397529,N,['titin_general'],10.1126/scitranslmed.aat6072,False,False,False,False,False,False,False,False,False,False,True,False,True
Titin force enhancement following active stretch of skinned skeletal muscle fibres.,The Journal of experimental biology,2017,23,,10.1242/jeb.153502,28637823.0,,N,['titin_general'],10.1242/jeb.153502,False,False,False,False,False,False,True,False,False,False,False,False,False
Regulation of SETD7 Methyltransferase by SENP3 Is Crucial for Sarcomere Organization and Cachexia.,Cell reports,2019,23,,10.1016/j.celrep.2019.04.107,31141694.0,,N,['sarcomere_architecture'],10.1016/j.celrep.2019.04.107,False,False,False,False,False,False,False,False,False,False,True,False,False
"Dilated cardiomyopathy caused by truncating titin variants: long-term outcomes, arrhythmias, response to treatment and sex differences.",Journal of medical genetics,2021,22,,10.1136/jmedgenet-2020-107178,33106378.0,,N,['titin_general'],10.1136/jmedgenet-2020-107178,False,False,False,False,False,False,False,False,False,True,True,False,False
Titin-truncating variants in hiPSC cardiomyocytes induce pathogenic proteinopathy and sarcomere defects with preserved core contractile machinery.,Stem cell reports,2023,22,,10.1016/j.stemcr.2022.11.008,36525964.0,PMC9860080,Y,['titin_general'],10.1016/j.stemcr.2022.11.008,False,False,False,False,False,True,False,False,False,True,True,False,False
Myosin-18B Regulates Higher-Order Organization of the Cardiac Sarcomere through Thin Filament Cross-Linking and Thick Filament Dynamics.,Cell reports,2020,22,,10.1016/j.celrep.2020.108090,32877672.0,,N,"['sarcomere_architecture', 'thick_filament']",10.1016/j.celrep.2020.108090,False,False,False,False,True,True,False,False,False,False,False,False,False
Titin Truncating Variants in Adults Without Known Congestive Heart Failure.,Journal of the American College of Cardiology,2020,22,,10.1016/j.jacc.2020.01.013,32164899.0,PMC7433750,N,['titin_general'],10.1016/j.jacc.2020.01.013,False,False,False,False,False,False,False,False,False,True,False,False,False
Alpha kinase 3 signaling at the M-band maintains sarcomere integrity and proteostasis in striated muscle.,Nature cardiovascular research,2023,22,,10.1038/s44161-023-00219-9,39196058.0,PMC11358020,Y,['mband'],10.1038/s44161-023-00219-9,False,False,False,True,False,False,False,False,False,True,True,True,False
The skeletal muscle circadian clock regulates titin splicing through RBM20.,eLife,2022,21,,10.7554/elife.76478,36047761.0,PMC9473687,Y,['titin_general'],10.7554/elife.76478,False,False,False,False,False,False,True,False,False,False,False,False,True
Ratio of urinary N-terminal titin fragment to urinary creatinine is a novel biomarker for amyotrophic lateral sclerosis.,"Journal of neurology, neurosurgery, and psychiatry",2021,21,,10.1136/jnnp-2020-324615,33737450.0,,N,['titin_general'],10.1136/jnnp-2020-324615,False,False,False,False,False,False,False,False,False,False,False,False,False
Truncated titin protein in dilated cardiomyopathy incorporates into the sarcomere and transmits force.,The Journal of clinical investigation,2024,21,,10.1172/jci170196,37943622.0,PMC10786684,Y,['titin_general'],10.1172/jci170196,False,False,False,False,False,False,False,False,False,True,True,False,False
An Overview of Transcriptional Responses of Schistosome-Susceptible (M line) or -Resistant (BS-90) <i>Biomphalaria glabrata</i> Exposed or Not to <i>Schistosoma mansoni</i> Infection.,Frontiers in immunology,2021,21,,10.3389/fimmu.2021.805882,35095891.0,PMC8791074,Y,['mband'],10.3389/fimmu.2021.805882,False,False,False,False,False,False,False,False,False,False,False,False,False
3D-Printed Ultratough Hydrogel Structures with Titin-like Domains.,ACS applied materials & interfaces,2017,21,,10.1021/acsami.7b02007,28317377.0,,N,['titin_general'],10.1021/acsami.7b02007,False,True,False,False,False,False,False,False,False,False,False,False,False
Cardiac Sarcomere Signaling in Health and Disease.,International journal of molecular sciences,2022,21,,10.3390/ijms232416223,36555864.0,PMC9782806,Y,['sarcomere_architecture'],10.3390/ijms232416223,False,False,False,False,True,True,False,False,False,False,False,False,False
Usefulness of Urinary N-Terminal Fragment of Titin to Predict Mortality in Dilated Cardiomyopathy.,The American journal of cardiology,2018,21,,10.1016/j.amjcard.2018.01.046,29523227.0,,N,['titin_general'],10.1016/j.amjcard.2018.01.046,False,False,False,False,False,False,False,False,False,True,True,False,False
Truncated titin is structurally integrated into the human dilated cardiomyopathic sarcomere.,The Journal of clinical investigation,2024,20,,10.1172/jci169753,37962957.0,PMC10763722,Y,['titin_general'],10.1172/jci169753,False,False,False,True,False,False,True,False,True,True,True,False,False
Heme-induced contractile dysfunction in human cardiomyocytes caused by oxidant damage to thick filament proteins.,Free radical biology & medicine,2015,20,,10.1016/j.freeradbiomed.2015.07.158,26409224.0,,N,['thick_filament'],10.1016/j.freeradbiomed.2015.07.158,False,False,False,False,True,False,True,False,False,True,False,False,False
Structural advances on titin: towards an atomic understanding of multi-domain functions in myofilament mechanics and scaffolding.,Biochemical Society transactions,2015,20,,10.1042/bst20150084,26517893.0,,N,"['titin_general', 'titin_mechanics', 'titin_structure_domain']",10.1042/bst20150084,False,False,False,False,False,False,False,False,False,False,False,False,False
Loss of Sarcomeric Scaffolding as a Common Baseline Histopathologic Lesion in Titin-Related Myopathies.,Journal of neuropathology and experimental neurology,2018,20,,10.1093/jnen/nly095,30365001.0,,N,['titin_general'],10.1093/jnen/nly095,False,False,False,True,True,False,False,False,False,False,True,False,False
Digenic inheritance involving a muscle-specific protein kinase and the giant titin protein causes a skeletal muscle myopathy.,Nature genetics,2024,20,,10.1038/s41588-023-01651-0,38429495.0,PMC10937387,Y,['titin_general'],10.1038/s41588-023-01651-0,False,False,False,False,False,False,False,False,False,False,True,False,False
Drug discovery with an RBM20 dependent titin splice reporter identifies cardenolides as lead structures to improve cardiac filling.,PloS one,2018,19,,10.1371/journal.pone.0198492,29889873.0,PMC5995442,Y,['titin_general'],10.1371/journal.pone.0198492,False,True,False,False,False,False,False,False,False,True,False,False,True
Right Ventricular Sarcomere Contractile Depression and the Role of Thick Filament Activation in Human Heart Failure With Pulmonary Hypertension.,Circulation,2023,19,,10.1161/circulationaha.123.064717,37194598.0,PMC10270283,Y,['thick_filament'],10.1161/circulationaha.123.064717,False,False,False,False,True,False,True,True,False,True,False,False,False
Titin domains progressively unfolded by force are homogenously distributed along the molecule.,Biophysical journal,2015,19,,10.1016/j.bpj.2015.06.002,26200869.0,PMC4621543,N,['titin_general'],10.1016/j.bpj.2015.06.002,True,False,False,False,False,False,False,False,False,False,False,False,False
Myosin filament sliding through the Z-disc relates striated muscle fibre structure to function.,Proceedings. Biological sciences,2016,19,,10.1098/rspb.2015.3030,26936248.0,PMC4810864,N,['zdisc'],10.1098/rspb.2015.3030,False,False,True,False,True,True,True,False,False,False,False,False,False
"Optimal length, calcium sensitivity and twitch characteristics of skeletal muscles from <i>mdm</i> mice with a deletion in N2A titin.",The Journal of experimental biology,2019,19,,10.1242/jeb.200840,31097600.0,,N,['titin_general'],10.1242/jeb.200840,False,False,False,False,False,False,True,False,True,False,True,False,False
Thick filament activation is different in fast- and slow-twitch skeletal muscle.,The Journal of physiology,2022,19,,10.1113/jp283574,36342015.0,PMC9772099,N,['thick_filament'],10.1113/jp283574,False,True,False,False,True,True,False,True,False,False,False,False,True
Titin Missense Variants as a Cause of Familial Dilated Cardiomyopathy.,Circulation,2023,19,,10.1161/circulationaha.122.062833,37253077.0,,N,['titin_general'],10.1161/circulationaha.122.062833,False,False,False,False,False,False,False,False,False,True,True,False,False
"219th ENMC International Workshop Titinopathies International database of titin mutations and phenotypes, Heemskerk, The Netherlands, 29 April-1 May 2016.",Neuromuscular disorders : NMD,2017,19,,10.1016/j.nmd.2017.01.009,28214268.0,,N,['titin_general'],10.1016/j.nmd.2017.01.009,False,False,False,False,False,False,False,False,False,False,False,False,False
Kindlin-2 interacts with α-actinin-2 and β1 integrin to maintain the integrity of the Z-disc in cardiac muscles.,FEBS letters,2015,19,,10.1016/j.febslet.2015.06.022,26143257.0,,N,['zdisc'],10.1016/j.febslet.2015.06.022,False,False,True,False,False,False,False,False,False,False,False,False,False
"Urinary Titin N-Fragment as a Biomarker of Muscle Atrophy, Intensive Care Unit-Acquired Weakness, and Possible Application for Post-Intensive Care Syndrome.",Journal of clinical medicine,2021,19,,10.3390/jcm10040614,33561946.0,PMC7915692,Y,['titin_general'],10.3390/jcm10040614,False,False,False,False,True,True,False,False,False,False,False,False,False
Nanobodies combined with DNA-PAINT super-resolution reveal a staggered titin nanoarchitecture in flight muscles.,eLife,2023,19,,10.7554/elife.79344,36645127.0,PMC9886278,Y,['titin_general'],10.7554/elife.79344,False,False,True,True,True,False,False,False,False,False,False,False,False
Titin truncations lead to impaired cardiomyocyte autophagy and mitochondrial function in vivo.,Human molecular genetics,2019,19,,10.1093/hmg/ddz033,30715350.0,,N,['titin_general'],10.1093/hmg/ddz033,False,False,False,False,False,False,False,False,False,True,True,True,False
"Novex-3, the tiny titin of muscle.",Biophysical reviews,2017,18,,10.1007/s12551-017-0261-y,28510117.0,PMC5498326,N,['titin_general'],10.1007/s12551-017-0261-y,False,False,True,True,False,False,False,False,False,False,False,False,True
Force generation by titin folding.,Protein science : a publication of the Protein Society,2017,18,,10.1002/pro.3117,28097712.0,PMC5477535,N,['titin_general'],10.1002/pro.3117,False,False,False,False,False,False,False,False,False,False,False,False,False
The N2A region of titin has a unique structural configuration.,The Journal of general physiology,2021,18,,10.1085/jgp.202012766,33836065.0,PMC8042602,Y,['titin_general'],10.1085/jgp.202012766,True,False,False,False,False,False,False,True,True,False,False,False,False
The first titin (c.59926 + 1G > A) founder mutation associated with dilated cardiomyopathy.,European journal of heart failure,2018,18,,10.1002/ejhf.1030,29057560.0,PMC5993291,Y,['titin_general'],10.1002/ejhf.1030,False,False,False,False,False,False,False,False,False,True,True,False,False
Changes in Titin and Collagen Modulate Effects of Aerobic and Resistance Exercise on Diabetic Cardiac Function.,Journal of cardiovascular translational research,2019,18,,10.1007/s12265-019-09875-4,30820865.0,,N,['titin_general'],10.1007/s12265-019-09875-4,False,False,False,False,False,False,True,False,False,False,False,False,False
Three-dimensional structure of the basketweave Z-band in midshipman fish sonic muscle.,Proceedings of the National Academy of Sciences of the United States of America,2019,18,,10.1073/pnas.1902235116,31320587.0,PMC6681754,N,['zdisc'],10.1073/pnas.1902235116,False,False,True,False,True,True,False,True,False,False,False,False,False
Sarcomere length-dependent effects on Ca<sup>2+</sup>-troponin regulation in myocardium expressing compliant titin.,The Journal of general physiology,2019,18,,10.1085/jgp.201812218,30523116.0,PMC6314383,Y,['titin_general'],10.1085/jgp.201812218,False,False,False,False,False,True,True,False,True,False,False,False,True
Exploiting the CRISPR/Cas9 system to study alternative splicing in vivo: application to titin.,Human molecular genetics,2016,18,,10.1093/hmg/ddw280,28173117.0,,N,['titin_general'],10.1093/hmg/ddw280,False,False,False,True,False,False,False,False,False,False,False,False,True
Effects of a titin mutation on negative work during stretch-shortening cycles in skeletal muscles.,The Journal of experimental biology,2017,18,,10.1242/jeb.163204,28939561.0,,N,['titin_general'],10.1242/jeb.163204,False,True,False,False,False,False,False,False,False,False,True,False,False
Titin: roles in cardiac function and diseases.,Frontiers in physiology,2024,18,,10.3389/fphys.2024.1385821,38660537.0,PMC11040099,Y,['titin_general'],10.3389/fphys.2024.1385821,False,False,True,True,True,False,False,False,False,True,True,False,False
Single-molecule force-unfolding of titin I27 reveals a correlation between the size of the surrounding anions and its mechanical stability.,"Chemical communications (Cambridge, England)",2018,18,,10.1039/c8cc05557b,30095848.0,,N,['titin_general'],10.1039/c8cc05557b,False,True,False,False,False,False,False,False,False,False,False,False,False
Contractile activity is required for Z-disc sarcomere maturation in vivo.,"Genesis (New York, N.Y. : 2000)",2015,17,,10.1002/dvg.22851,25845369.0,PMC4676352,Y,['zdisc'],10.1002/dvg.22851,False,False,True,False,True,False,True,False,False,False,False,False,False
Protein phosphatase 2A is crucial for sarcomere organization in Caenorhabditis elegans striated muscle.,Molecular biology of the cell,2018,17,,10.1091/mbc.e18-03-0192,29949401.0,PMC6232960,Y,['sarcomere_architecture'],10.1091/mbc.e18-03-0192,False,False,False,True,False,False,False,False,False,False,False,False,False
Pressure Overload by Transverse Aortic Constriction Induces Maladaptive Hypertrophy in a Titin-Truncated Mouse Model.,BioMed research international,2015,17,,10.1155/2015/163564,26504781.0,PMC4609346,Y,['titin_general'],10.1155/2015/163564,False,False,False,False,False,False,False,False,False,True,True,False,False
Changes in Urinary Titin N-terminal Fragment Concentration after Concentric and Eccentric Exercise.,Journal of sports science & medicine,2020,17,,,32132835.0,PMC7039023,N,['titin_general'],pmid:32132835,False,False,False,False,False,False,False,False,False,False,False,False,False
Titin mutation in circulatory tumor DNA is associated with efficacy to immune checkpoint blockade in advanced non-small cell lung cancer.,Translational lung cancer research,2021,17,,10.21037/tlcr-20-1118,33889507.0,PMC8044474,Y,['titin_general'],10.21037/tlcr-20-1118,False,False,False,False,False,False,False,False,False,False,False,False,False
Biophysical characterization of naturally occurring titin M10 mutations.,Protein science : a publication of the Protein Society,2015,17,,10.1002/pro.2670,25739468.0,PMC4456108,N,['titin_general'],10.1002/pro.2670,False,False,False,True,False,False,False,False,False,False,True,False,False
"Titin-mediated thick filament activation, through a mechanosensing mechanism, introduces sarcomere-length dependencies in mathematical models of rat trabecula and whole ventricle.",Scientific reports,2017,17,,10.1038/s41598-017-05999-2,28717163.0,PMC5514028,Y,"['thick_filament', 'titin_general']",10.1038/s41598-017-05999-2,False,False,False,False,True,True,True,False,True,False,False,False,False
GSK-3β Localizes to the Cardiac Z-Disc to Maintain Length Dependent Activation.,Circulation research,2022,16,,10.1161/circresaha.121.319491,35168370.0,PMC8930626,N,['zdisc'],10.1161/circresaha.121.319491,False,True,True,False,False,True,True,False,False,True,False,True,True
Human skeletal muscle type 1 fibre distribution and response of stress-sensing proteins along the titin molecule after submaximal exhaustive exercise.,Histochemistry and cell biology,2017,16,,10.1007/s00418-017-1595-z,28712031.0,,N,['titin_general'],10.1007/s00418-017-1595-z,False,False,False,False,False,False,False,False,False,False,False,False,False
Perturbation of the titin/MURF1 signaling complex is associated with hypertrophic cardiomyopathy in a fish model and in human patients.,Disease models & mechanisms,2019,16,,10.1242/dmm.041103,31628103.0,PMC6899042,Y,['titin_general'],10.1242/dmm.041103,True,False,False,True,False,False,False,False,False,True,True,False,True
The insect perspective on Z-disc structure and biology.,Journal of cell science,2022,16,,10.1242/jcs.260179,36226637.0,,N,['zdisc'],10.1242/jcs.260179,False,False,True,True,True,True,False,True,False,False,False,False,False
Titin mutations: the fall of Goliath.,Heart failure reviews,2015,16,,10.1007/s10741-015-9495-6,26024954.0,,N,['titin_general'],10.1007/s10741-015-9495-6,False,False,False,False,False,False,True,False,True,True,True,False,True
Titin-Truncating Variants Increase the Risk of Cardiovascular Death in Patients With Hypertrophic Cardiomyopathy.,The Canadian journal of cardiology,2017,16,,10.1016/j.cjca.2017.05.020,28822653.0,,N,['titin_general'],10.1016/j.cjca.2017.05.020,False,False,False,False,False,False,False,False,False,True,True,False,False
"NRIP is newly identified as a Z-disc protein, activating calmodulin signaling for skeletal muscle contraction and regeneration.",Journal of cell science,2015,16,,10.1242/jcs.174441,26430214.0,,N,['zdisc'],10.1242/jcs.174441,False,False,True,False,False,False,False,False,False,False,False,True,False
Novel heterozygous truncating titin variants affecting the A-band are associated with cardiomyopathy and myopathy/muscular dystrophy.,Molecular genetics & genomic medicine,2020,16,,10.1002/mgg3.1460,32815318.0,PMC7549586,Y,['titin_general'],10.1002/mgg3.1460,False,False,False,False,False,False,False,False,False,True,True,False,False
Discovery of Titin and Its Role in Heart Function and Disease.,Circulation research,2025,16,,10.1161/circresaha.124.323051,39745989.0,,N,['titin_general'],10.1161/circresaha.124.323051,False,True,True,True,True,False,True,False,True,True,True,True,True
Dysregulated IER3 Expression is Associated with Enhanced Apoptosis in Titin-Based Dilated Cardiomyopathy.,International journal of molecular sciences,2017,16,,10.3390/ijms18040723,28353642.0,PMC5412309,Y,['titin_general'],10.3390/ijms18040723,False,False,False,False,False,False,False,False,False,True,True,False,False
Dissection of Z-disc myopalladin gene network involved in the development of restrictive cardiomyopathy using system genetics approach.,World journal of cardiology,2017,16,,10.4330/wjc.v9.i4.320,28515850.0,PMC5411966,Y,['zdisc'],10.4330/wjc.v9.i4.320,False,False,True,False,False,False,False,False,False,True,True,False,False
Titin activates myosin filaments in skeletal muscle by switching from an extensible spring to a mechanical rectifier.,Proceedings of the National Academy of Sciences of the United States of America,2023,16,,10.1073/pnas.2219346120,36812205.0,PMC9992839,Y,"['titin_general', 'titin_mechanics']",10.1073/pnas.2219346120,False,True,False,False,True,False,True,True,True,False,False,False,False
Z-disc protein CHAPb induces cardiomyopathy and contractile dysfunction in the postnatal heart.,PloS one,2017,15,,10.1371/journal.pone.0189139,29206857.0,PMC5716575,Y,['zdisc'],10.1371/journal.pone.0189139,False,False,True,False,False,False,False,False,True,True,True,False,True
Investigating the correlation of muscle function tests and sarcomere organization in C. elegans.,Skeletal muscle,2021,15,,10.1186/s13395-021-00275-4,34389048.0,PMC8362255,Y,['sarcomere_architecture'],10.1186/s13395-021-00275-4,False,False,False,True,True,True,True,False,False,False,False,False,False
Coupling between myosin head conformation and the thick filament backbone structure.,Journal of structural biology,2017,15,,10.1016/j.jsb.2017.09.009,28964844.0,PMC5733691,N,['thick_filament'],10.1016/j.jsb.2017.09.009,False,False,False,False,True,True,False,False,False,False,False,False,False
Increased Titin Compliance Reduced Length-Dependent Contraction and Slowed Cross-Bridge Kinetics in Skinned Myocardial Strips from Rbm (20ΔRRM) Mice.,Frontiers in physiology,2016,15,,10.3389/fphys.2016.00322,27524973.0,PMC4966298,Y,['titin_general'],10.3389/fphys.2016.00322,False,False,True,True,False,False,True,False,True,False,False,False,True
Functional impact of titin (TTN) mutations in ocular surface squamous neoplasia.,International journal of biological macromolecules,2022,15,,10.1016/j.ijbiomac.2021.11.120,34838574.0,,N,['titin_general'],10.1016/j.ijbiomac.2021.11.120,False,False,False,False,False,False,False,False,False,False,False,False,False
Elastic titin properties and protein quality control in the aging heart.,Biochimica et biophysica acta. Molecular cell research,2020,15,,10.1016/j.bbamcr.2019.118532,31421188.0,,N,['titin_general'],10.1016/j.bbamcr.2019.118532,False,True,False,False,False,False,True,False,True,True,False,True,True
Modifications of Titin Contribute to the Progression of Cardiomyopathy and Represent a Therapeutic Target for Treatment of Heart Failure.,Journal of clinical medicine,2020,15,,10.3390/jcm9092770,32859027.0,PMC7564493,Y,['titin_general'],10.3390/jcm9092770,False,True,False,False,False,False,True,False,False,True,True,True,False
Rare Titin (TTN) Variants in Diseases Associated with Sudden Cardiac Death.,International journal of molecular sciences,2015,15,,10.3390/ijms161025773,26516846.0,PMC4632826,Y,['titin_general'],10.3390/ijms161025773,False,False,False,False,False,False,False,False,False,True,True,False,False
Substrate Characterization and Outcomes of Ventricular Tachycardia Ablation in <i>TTN (Titin)</i> Cardiomyopathy: A Multicenter Study.,Circulation. Arrhythmia and electrophysiology,2021,15,,10.1161/circep.121.010006,34315225.0,,N,['titin_general'],10.1161/circep.121.010006,False,False,False,False,False,False,False,False,False,True,True,False,False
The novel cardiac z-disc protein CEFIP regulates cardiomyocyte hypertrophy by modulating calcineurin signaling.,The Journal of biological chemistry,2017,15,,10.1074/jbc.m117.786764,28717008.0,PMC5602380,N,['zdisc'],10.1074/jbc.m117.786764,False,False,True,False,False,False,False,False,True,True,True,False,False
Urine Titin N-Fragment as a Biomarker of Muscle Injury for Critical Illness Myopathy.,American journal of respiratory and critical care medicine,2021,15,,10.1164/rccm.202008-3089le,33030965.0,,N,['titin_general'],10.1164/rccm.202008-3089le,False,False,False,False,False,False,False,False,False,False,True,False,False
Nuances of electrophoresis study of titin/connectin.,Biophysical reviews,2017,14,,10.1007/s12551-017-0266-6,28555301.0,PMC5498330,N,['titin_general'],10.1007/s12551-017-0266-6,False,False,False,False,False,False,False,False,False,False,False,False,True
E3-ligase knock down revealed differential titin degradation by autopagy and the ubiquitin proteasome system.,Scientific reports,2021,14,,10.1038/s41598-021-00618-7,34702928.0,PMC8548520,Y,['titin_general'],10.1038/s41598-021-00618-7,False,False,False,False,False,False,False,False,False,False,False,False,False
Defective sarcomere organization and reduced larval locomotion and fish survival in slow muscle heavy chain 1 (smyhc1) mutants.,FASEB journal : official publication of the Federation of American Societies for Experimental Biology,2020,14,,10.1096/fj.201900935rr,31914689.0,PMC6956737,N,['sarcomere_architecture'],10.1096/fj.201900935rr,False,False,False,True,True,False,False,False,False,False,False,False,False
Urinary titin N-terminal fragment concentration is an indicator of preoperative sarcopenia and nutritional status in patients with gastrointestinal tract and hepatobiliary pancreatic malignancies.,"Nutrition (Burbank, Los Angeles County, Calif.)",2020,14,,10.1016/j.nut.2020.110957,32866763.0,,N,['titin_general'],10.1016/j.nut.2020.110957,False,False,False,False,False,False,False,True,False,False,False,False,False
Diurnal Differences in Human Muscle Isometric Force In Vivo Are Associated with Differential Phosphorylation of Sarcomeric M-Band Proteins.,Proteomes,2020,14,,10.3390/proteomes8030022,32859009.0,PMC7565642,Y,['mband'],10.3390/proteomes8030022,False,False,False,True,False,False,False,False,False,False,False,True,False
Use of animal models to understand titin physiology and pathology.,Journal of cellular and molecular medicine,2022,14,,10.1111/jcmm.17533,36065969.0,PMC9575118,Y,['titin_general'],10.1111/jcmm.17533,False,False,False,False,False,False,False,False,False,True,True,False,False
Sequential myosin phosphorylation activates tarantula thick filament via a disorder-order transition.,Molecular bioSystems,2015,14,,10.1039/c5mb00162e,26038232.0,PMC4503533,N,['thick_filament'],10.1039/c5mb00162e,False,False,False,False,True,True,False,False,False,False,False,True,False
"A case of late-onset, thymoma-associated myasthenia gravis with ryanodine receptor and titin antibodies and concomitant granulomatous myositis.",BMC neurology,2016,14,,10.1186/s12883-016-0697-x,27623618.0,PMC5022226,Y,['titin_general'],10.1186/s12883-016-0697-x,False,False,False,False,False,False,False,False,False,False,False,False,False
Myomesin is part of an integrity pathway that responds to sarcomere damage and disease.,PloS one,2019,14,,10.1371/journal.pone.0224206,31644553.0,PMC6808450,Y,['mband'],10.1371/journal.pone.0224206,False,False,False,True,False,False,False,False,False,False,False,False,False
Redox regulation of protein nanomechanics in health and disease: Lessons from titin.,Redox biology,2019,14,,10.1016/j.redox.2018.101074,30584979.0,PMC6305763,Y,['titin_general'],10.1016/j.redox.2018.101074,False,False,False,False,False,False,False,False,False,False,False,False,False
An historical perspective of the discovery of titin filaments.,Biophysical reviews,2017,14,,10.1007/s12551-017-0269-3,28656582.0,PMC5498331,N,['titin_general'],10.1007/s12551-017-0269-3,False,False,False,False,True,True,False,False,False,False,False,False,False
Alterations in Titin Properties and Myocardial Fibrosis Correlate With Clinical Phenotypes in Hemodynamic Subgroups of Severe Aortic Stenosis.,JACC. Basic to translational science,2018,14,,10.1016/j.jacbts.2018.02.002,30062220.0,PMC6059007,Y,['titin_general'],10.1016/j.jacbts.2018.02.002,False,False,False,False,False,False,False,False,True,False,False,True,True
Inverse changes in plasma tetranectin and titin levels in patients with type 2 diabetes mellitus: a potential predictor of acute myocardial infarction?,Acta pharmacologica Sinica,2018,14,,10.1038/aps.2017.141,29417940.0,PMC6289394,Y,['titin_general'],10.1038/aps.2017.141,False,False,False,False,False,False,False,False,False,False,False,False,False
The insertion sequence of the N2A region of titin exists in an extended structure with helical characteristics.,Biochimica et biophysica acta. Proteins and proteomics,2017,13,,10.1016/j.bbapap.2016.10.003,27742555.0,,N,"['titin_general', 'titin_structure_domain']",10.1016/j.bbapap.2016.10.003,True,True,False,False,False,False,True,False,True,False,False,False,False
Smooth muscle titin forms in vitro amyloid aggregates.,Bioscience reports,2016,13,,10.1042/bsr20160066,27129292.0,PMC5293577,Y,['titin_general'],10.1042/bsr20160066,False,False,False,False,False,False,False,True,False,False,False,False,False
"Seasonal changes in isoform composition of giant proteins of thick and thin filaments and titin (connectin) phosphorylation level in striated muscles of bears (Ursidae, Mammalia).",Biochemistry. Biokhimiia,2015,13,,10.1134/s0006297915030098,25761688.0,,N,['titin_general'],10.1134/s0006297915030098,False,False,False,False,False,True,False,False,True,False,False,True,True
Titin ruler hypothesis not refuted.,Proceedings of the National Academy of Sciences of the United States of America,2015,13,,10.1073/pnas.1422326112,25695970.0,PMC4371926,N,['titin_general'],10.1073/pnas.1422326112,False,False,False,False,False,False,False,False,False,False,False,False,False
